'Elapsed time','MLII','V1',
'13:24.631',-0.285,0,11111111101000101000000
'13:24.633',-0.3,0.005,11111111100111011010000
'13:24.636',-0.3,0.035,11111111100111011010000
'13:24.639',-0.32,0.06,11111111100101110010000
'13:24.642',-0.305,0.09,11111111100111000000000
'13:24.644',-0.3,0.085,11111111100111011010000
'13:24.647',-0.3,0.07,11111111100111011010000
'13:24.650',-0.295,0.015,11111111100111110100000
'13:24.653',-0.305,-0.01,11111111100111000000000
'13:24.656',-0.315,-0.015,11111111100110001100000
'13:24.658',-0.33,0.01,11111111100100111100000
'13:24.661',-0.32,0.03,11111111100101110010000
'13:24.664',-0.32,0.035,11111111100101110010000
'13:24.667',-0.33,0.02,11111111100100111100000
'13:24.669',-0.345,0.035,11111111100011101110000
'13:24.672',-0.38,0.01,11111111100000110110000
'13:24.675',-0.4,0,11111111011111001110000
'13:24.678',-0.425,-0.03,11111111011101001010000
'13:24.681',-0.43,-0.04,11111111011100110000000
'13:24.683',-0.42,-0.035,11111111011101100100000
'13:24.686',-0.43,-0.02,11111111011100110000000
'13:24.689',-0.445,0.005,11111111011011100010000
'13:24.692',-0.475,0.005,11111111011001000100000
'13:24.694',-0.48,-0.015,11111111011000101010000
'13:24.697',-0.465,-0.04,11111111011001111010000
'13:24.700',-0.46,-0.055,11111111011010010100000
'13:24.703',-0.45,-0.065,11111111011011001000000
'13:24.706',-0.455,-0.025,11111111011010101110000
'13:24.708',-0.46,0.03,11111111011010010100000
'13:24.711',-0.42,0.095,11111111011101100100000
'13:24.714',-0.395,0.13,11111111011111101000000
'13:24.717',-0.35,0.15,11111111100011010100000
'13:24.719',-0.345,0.145,11111111100011101110000
'13:24.722',-0.31,0.115,11111111100110100110000
'13:24.725',-0.27,0.11,11111111101001111000000
'13:24.728',-0.22,0.11,11111111101101111110000
'13:24.731',-0.2,0.115,11111111101111100110000
'13:24.733',-0.17,0.075,11111111110010000100000
'13:24.736',-0.165,0.03,11111111110010011110000
'13:24.739',-0.165,0.02,11111111110010011110000
'13:24.742',-0.155,0.025,11111111110011010010000
'13:24.744',-0.155,0.055,11111111110011010010000
'13:24.747',-0.145,0.075,11111111110100000110000
'13:24.750',-0.15,0.075,11111111110011101100000
'13:24.753',-0.17,0.04,11111111110010000100000
'13:24.756',-0.18,0.02,11111111110001010000000
'13:24.758',-0.185,0.025,11111111110000110110000
'13:24.761',-0.175,0.06,11111111110001101010000
'13:24.764',-0.16,0.085,11111111110010111000000
'13:24.767',-0.18,0.075,11111111110001010000000
'13:24.769',-0.195,0.055,11111111110000000000000
'13:24.772',-0.23,0.015,11111111101101001010000
'13:24.775',-0.22,0,11111111101101111110000
'13:24.778',-0.21,0.015,11111111101110110010000
'13:24.781',-0.17,0.04,11111111110010000100000
'13:24.783',-0.17,0.04,11111111110010000100000
'13:24.786',-0.18,0.03,11111111110001010000000
'13:24.789',-0.19,0.015,11111111110000011010000
'13:24.792',-0.2,0.015,11111111101111100110000
'13:24.794',-0.18,0.05,11111111110001010000000
'13:24.797',-0.175,0.085,11111111110001101010000
'13:24.800',-0.155,0.08,11111111110011010010000
'13:24.803',-0.175,0.06,11111111110001101010000
'13:24.806',-0.185,0.025,11111111110000110110000
'13:24.808',-0.185,-0.005,11111111110000110110000
'13:24.811',-0.18,0.005,11111111110001010000000
'13:24.814',-0.175,0.03,11111111110001101010000
'13:24.817',-0.175,0.035,11111111110001101010000
'13:24.819',-0.175,0.045,11111111110001101010000
'13:24.822',-0.18,0.055,11111111110001010000000
'13:24.825',-0.2,0.035,11111111101111100110000
'13:24.828',-0.18,0.04,11111111110001010000000
'13:24.831',-0.175,0.03,11111111110001101010000
'13:24.833',-0.185,0.02,11111111110000110110000
'13:24.836',-0.195,0.015,11111111110000000000000
'13:24.839',-0.195,0.03,11111111110000000000000
'13:24.842',-0.2,0.06,11111111101111100110000
'13:24.844',-0.185,0.07,11111111110000110110000
'13:24.847',-0.185,0.055,11111111110000110110000
'13:24.850',-0.2,0.03,11111111101111100110000
'13:24.853',-0.21,0.01,11111111101110110010000
'13:24.856',-0.205,0.01,11111111101111001100000
'13:24.858',-0.205,0.035,11111111101111001100000
'13:24.861',-0.185,0.045,11111111110000110110000
'13:24.864',-0.175,0.08,11111111110001101010000
'13:24.867',-0.17,0.11,11111111110010000100000
'13:24.869',-0.19,0.17,11111111110000011010000
'13:24.872',-0.205,0.18,11111111101111001100000
'13:24.875',-0.225,0.15,11111111101101100100000
'13:24.878',-0.205,0.08,11111111101111001100000
'13:24.881',-0.215,-0.005,11111111101110011000000
'13:24.883',-0.235,-0.145,11111111101100101110000
'13:24.886',-0.26,-0.335,11111111101010101100000
'13:24.889',-0.21,-0.55,11111111101110110010000
'13:24.892',-0.095,-0.695,11111111111000001100000
'13:24.894',0.095,-0.8,00000000000111110010000
'13:24.897',0.31,-0.83,00000000011001011000000
'13:24.900',0.455,-0.795,00000000100101010000000
'13:24.903',0.53,-0.71,00000000101011011010000
'13:24.906',0.435,-0.59,00000000100011101000000
'13:24.908',0.16,-0.44,00000000001101000110000
'13:24.911',-0.165,-0.295,11111111110010011110000
'13:24.914',-0.425,-0.16,11111111011101001010000
'13:24.917',-0.56,-0.025,11111111010010000110000
'13:24.919',-0.59,0.04,11111111001111101010000
'13:24.922',-0.575,0.06,11111111010000111000000
'13:24.925',-0.5,0.05,11111111010111000010000
'13:24.928',-0.445,0.04,11111111011011100010000
'13:24.931',-0.405,0.035,11111111011110110100000
'13:24.933',-0.4,0.05,11111111011111001110000
'13:24.936',-0.39,0.09,11111111100000000010000
'13:24.939',-0.405,0.15,11111111011110110100000
'13:24.942',-0.385,0.2,11111111100000011100000
'13:24.944',-0.345,0.22,11111111100011101110000
'13:24.947',-0.295,0.205,11111111100111110100000
'13:24.950',-0.265,0.155,11111111101010010010000
'13:24.953',-0.2,0.1,11111111101111100110000
'13:24.956',-0.185,0.085,11111111110000110110000
'13:24.958',-0.15,0.105,11111111110011101100000
'13:24.961',-0.13,0.12,11111111110101010110000
'13:24.964',-0.1,0.14,11111111110111110010000
'13:24.967',-0.105,0.13,11111111110111011000000
'13:24.969',-0.095,0.13,11111111111000001100000
'13:24.972',-0.11,0.12,11111111110110111110000
'13:24.975',-0.135,0.12,11111111110100111100000
'13:24.978',-0.125,0.11,11111111110101110000000
'13:24.981',-0.11,0.105,11111111110110111110000
'13:24.983',-0.115,0.09,11111111110110100100000
'13:24.986',-0.13,0.075,11111111110101010110000
'13:24.989',-0.155,0.06,11111111110011010010000
'13:24.992',-0.165,0.085,11111111110010011110000
'13:24.994',-0.14,0.095,11111111110100100000000
'13:24.997',-0.14,0.135,11111111110100100000000
'13:25.000',-0.135,0.12,11111111110100111100000
'13:25.003',-0.145,0.12,11111111110100000110000
'13:25.006',-0.155,0.14,11111111110011010010000
'13:25.008',-0.155,0.13,11111111110011010010000
'13:25.011',-0.15,0.115,11111111110011101100000
'13:25.014',-0.13,0.085,11111111110101010110000
'13:25.017',-0.135,0.08,11111111110100111100000
'13:25.019',-0.14,0.085,11111111110100100000000
'13:25.022',-0.145,0.095,11111111110100000110000
'13:25.025',-0.145,0.13,11111111110100000110000
'13:25.028',-0.145,0.15,11111111110100000110000
'13:25.031',-0.12,0.185,11111111110110001010000
'13:25.033',-0.12,0.155,11111111110110001010000
'13:25.036',-0.13,0.115,11111111110101010110000
'13:25.039',-0.14,0.07,11111111110100100000000
'13:25.042',-0.14,0.035,11111111110100100000000
'13:25.044',-0.125,0.03,11111111110101110000000
'13:25.047',-0.115,0.055,11111111110110100100000
'13:25.050',-0.105,0.035,11111111110111011000000
'13:25.053',-0.13,0.06,11111111110101010110000
'13:25.056',-0.145,0.075,11111111110100000110000
'13:25.058',-0.15,0.1,11111111110011101100000
'13:25.061',-0.125,0.13,11111111110101110000000
'13:25.064',-0.11,0.17,11111111110110111110000
'13:25.067',-0.12,0.16,11111111110110001010000
'13:25.069',-0.13,0.145,11111111110101010110000
'13:25.072',-0.155,0.12,11111111110011010010000
'13:25.075',-0.18,0.1,11111111110001010000000
'13:25.078',-0.145,0.105,11111111110100000110000
'13:25.081',-0.135,0.095,11111111110100111100000
'13:25.083',-0.135,0.07,11111111110100111100000
'13:25.086',-0.135,0.07,11111111110100111100000
'13:25.089',-0.165,0.09,11111111110010011110000
'13:25.092',-0.17,0.1,11111111110010000100000
'13:25.094',-0.145,0.12,11111111110100000110000
'13:25.097',-0.145,0.14,11111111110100000110000
'13:25.100',-0.135,0.14,11111111110100111100000
'13:25.103',-0.16,0.125,11111111110010111000000
'13:25.106',-0.185,0.115,11111111110000110110000
'13:25.108',-0.2,0.145,11111111101111100110000
'13:25.111',-0.2,0.145,11111111101111100110000
'13:25.114',-0.2,0.13,11111111101111100110000
'13:25.117',-0.225,0.125,11111111101101100100000
'13:25.119',-0.225,0.1,11111111101101100100000
'13:25.122',-0.255,0.085,11111111101011000110000
'13:25.125',-0.285,0.085,11111111101000101000000
'13:25.128',-0.305,0.08,11111111100111000000000
'13:25.131',-0.3,0.095,11111111100111011010000
'13:25.133',-0.34,0.075,11111111100100001000000
'13:25.136',-0.36,0.055,11111111100010100000000
'13:25.139',-0.395,0.045,11111111011111101000000
'13:25.142',-0.395,0.045,11111111011111101000000
'13:25.144',-0.39,0.045,11111111100000000010000
'13:25.147',-0.385,0.05,11111111100000011100000
'13:25.150',-0.4,0.05,11111111011111001110000
'13:25.153',-0.405,0.045,11111111011110110100000
'13:25.156',-0.41,0.055,11111111011110011010000
'13:25.158',-0.425,0.095,11111111011101001010000
'13:25.161',-0.39,0.11,11111111100000000010000
'13:25.164',-0.385,0.16,11111111100000011100000
'13:25.167',-0.365,0.17,11111111100010000110000
'13:25.169',-0.385,0.145,11111111100000011100000
'13:25.172',-0.38,0.16,11111111100000110110000
'13:25.175',-0.345,0.165,11111111100011101110000
'13:25.178',-0.31,0.17,11111111100110100110000
'13:25.181',-0.29,0.16,11111111101000001110000
'13:25.183',-0.265,0.135,11111111101010010010000
'13:25.186',-0.29,0.105,11111111101000001110000
'13:25.189',-0.31,0.095,11111111100110100110000
'13:25.192',-0.32,0.095,11111111100101110010000
'13:25.194',-0.32,0.125,11111111100101110010000
'13:25.197',-0.29,0.145,11111111101000001110000
'13:25.200',-0.295,0.14,11111111100111110100000
'13:25.203',-0.31,0.15,11111111100110100110000
'13:25.206',-0.33,0.15,11111111100100111100000
'13:25.208',-0.35,0.14,11111111100011010100000
'13:25.211',-0.345,0.135,11111111100011101110000
'13:25.214',-0.335,0.115,11111111100100100010000
'13:25.217',-0.335,0.08,11111111100100100010000
'13:25.219',-0.345,0.045,11111111100011101110000
'13:25.222',-0.37,0.015,11111111100001101100000
'13:25.225',-0.36,0.015,11111111100010100000000
'13:25.228',-0.35,0.045,11111111100011010100000
'13:25.231',-0.33,0.075,11111111100100111100000
'13:25.233',-0.33,0.08,11111111100100111100000
'13:25.236',-0.33,0.065,11111111100100111100000
'13:25.239',-0.34,0.05,11111111100100001000000
'13:25.242',-0.335,0.06,11111111100100100010000
'13:25.244',-0.325,0.07,11111111100101011000000
'13:25.247',-0.31,0.095,11111111100110100110000
'13:25.250',-0.32,0.095,11111111100101110010000
'13:25.253',-0.335,0.1,11111111100100100010000
'13:25.256',-0.345,0.08,11111111100011101110000
'13:25.258',-0.36,0.07,11111111100010100000000
'13:25.261',-0.325,0.05,11111111100101011000000
'13:25.264',-0.32,0.055,11111111100101110010000
'13:25.267',-0.325,0.065,11111111100101011000000
'13:25.269',-0.34,0.07,11111111100100001000000
'13:25.272',-0.35,0.085,11111111100011010100000
'13:25.275',-0.34,0.115,11111111100100001000000
'13:25.278',-0.325,0.1,11111111100101011000000
'13:25.281',-0.32,0.12,11111111100101110010000
'13:25.283',-0.31,0.11,11111111100110100110000
'13:25.286',-0.33,0.105,11111111100100111100000
'13:25.289',-0.345,0.1,11111111100011101110000
'13:25.292',-0.34,0.07,11111111100100001000000
'13:25.294',-0.315,0.05,11111111100110001100000
'13:25.297',-0.3,0.045,11111111100111011010000
'13:25.300',-0.305,0.065,11111111100111000000000
'13:25.303',-0.315,0.06,11111111100110001100000
'13:25.306',-0.34,0.045,11111111100100001000000
'13:25.308',-0.34,0.045,11111111100100001000000
'13:25.311',-0.34,0.05,11111111100100001000000
'13:25.314',-0.33,0.055,11111111100100111100000
'13:25.317',-0.3,0.075,11111111100111011010000
'13:25.319',-0.325,0.075,11111111100101011000000
'13:25.322',-0.325,0.085,11111111100101011000000
'13:25.325',-0.335,0.095,11111111100100100010000
'13:25.328',-0.315,0.095,11111111100110001100000
'13:25.331',-0.305,0.06,11111111100111000000000
'13:25.333',-0.32,0.03,11111111100101110010000
'13:25.336',-0.33,0.015,11111111100100111100000
'13:25.339',-0.35,0.015,11111111100011010100000
'13:25.342',-0.345,0.045,11111111100011101110000
'13:25.344',-0.34,0.085,11111111100100001000000
'13:25.347',-0.325,0.115,11111111100101011000000
'13:25.350',-0.34,0.135,11111111100100001000000
'13:25.353',-0.365,0.135,11111111100010000110000
'13:25.356',-0.415,0.11,11111111011110000000000
'13:25.358',-0.45,0.08,11111111011011001000000
'13:25.361',-0.5,0.005,11111111010111000010000
'13:25.364',-0.525,-0.1,11111111010100111110000
'13:25.367',-0.575,-0.24,11111111010000111000000
'13:25.369',-0.545,-0.385,11111111010011010110000
'13:25.372',-0.48,-0.505,11111111011000101010000
'13:25.375',-0.32,-0.615,11111111100101110010000
'13:25.378',-0.09,-0.68,11111111111000101000000
'13:25.381',0.15,-0.695,00000000001100010010000
'13:25.383',0.33,-0.69,00000000011011000010000
'13:25.386',0.43,-0.655,00000000100011001110000
'13:25.389',0.415,-0.565,00000000100001111110000
'13:25.392',0.275,-0.44,00000000010110100000000
'13:25.394',0,-0.325,00000000000000000000000
'13:25.397',-0.28,-0.17,11111111101001000010000
'13:25.400',-0.47,-0.035,11111111011001011110000
'13:25.403',-0.505,0.11,11111111010110101000000
'13:25.406',-0.45,0.21,11111111011011001000000
'13:25.408',-0.32,0.25,11111111100101110010000
'13:25.411',-0.205,0.245,11111111101111001100000
'13:25.414',-0.145,0.225,11111111110100000110000
'13:25.417',-0.11,0.19,11111111110110111110000
'13:25.419',-0.12,0.185,11111111110110001010000
'13:25.422',-0.17,0.18,11111111110010000100000
'13:25.425',-0.185,0.18,11111111110000110110000
'13:25.428',-0.175,0.165,11111111110001101010000
'13:25.431',-0.17,0.155,11111111110010000100000
'13:25.433',-0.17,0.15,11111111110010000100000
'13:25.436',-0.185,0.13,11111111110000110110000
'13:25.439',-0.21,0.135,11111111101110110010000
'13:25.442',-0.21,0.145,11111111101110110010000
'13:25.444',-0.2,0.135,11111111101111100110000
'13:25.447',-0.19,0.125,11111111110000011010000
'13:25.450',-0.195,0.095,11111111110000000000000
'13:25.453',-0.2,0.1,11111111101111100110000
'13:25.456',-0.21,0.09,11111111101110110010000
'13:25.458',-0.235,0.135,11111111101100101110000
'13:25.461',-0.215,0.16,11111111101110011000000
'13:25.464',-0.205,0.175,11111111101111001100000
'13:25.467',-0.2,0.18,11111111101111100110000
'13:25.469',-0.2,0.16,11111111101111100110000
'13:25.472',-0.205,0.145,11111111101111001100000
'13:25.475',-0.2,0.12,11111111101111100110000
'13:25.478',-0.195,0.08,11111111110000000000000
'13:25.481',-0.2,0.08,11111111101111100110000
'13:25.483',-0.205,0.075,11111111101111001100000
'13:25.486',-0.215,0.095,11111111101110011000000
'13:25.489',-0.22,0.125,11111111101101111110000
'13:25.492',-0.21,0.185,11111111101110110010000
'13:25.494',-0.205,0.225,11111111101111001100000
'13:25.497',-0.175,0.21,11111111110001101010000
'13:25.500',-0.195,0.15,11111111110000000000000
'13:25.503',-0.21,0.09,11111111101110110010000
'13:25.506',-0.225,0.055,11111111101101100100000
'13:25.508',-0.235,0.06,11111111101100101110000
'13:25.511',-0.225,0.095,11111111101101100100000
'13:25.514',-0.215,0.13,11111111101110011000000
'13:25.517',-0.215,0.135,11111111101110011000000
'13:25.519',-0.215,0.135,11111111101110011000000
'13:25.522',-0.22,0.12,11111111101101111110000
'13:25.525',-0.215,0.12,11111111101110011000000
'13:25.528',-0.2,0.125,11111111101111100110000
'13:25.531',-0.19,0.11,11111111110000011010000
'13:25.533',-0.195,0.115,11111111110000000000000
'13:25.536',-0.2,0.095,11111111101111100110000
'13:25.539',-0.21,0.105,11111111101110110010000
'13:25.542',-0.205,0.14,11111111101111001100000
'13:25.544',-0.195,0.185,11111111110000000000000
'13:25.547',-0.185,0.19,11111111110000110110000
'13:25.550',-0.19,0.145,11111111110000011010000
'13:25.553',-0.185,0.11,11111111110000110110000
'13:25.556',-0.205,0.095,11111111101111001100000
'13:25.558',-0.205,0.105,11111111101111001100000
'13:25.561',-0.2,0.1,11111111101111100110000
'13:25.564',-0.18,0.115,11111111110001010000000
'13:25.567',-0.175,0.125,11111111110001101010000
'13:25.569',-0.195,0.1,11111111110000000000000
'13:25.572',-0.23,0.1,11111111101101001010000
'13:25.575',-0.24,0.11,11111111101100010100000
'13:25.578',-0.255,0.13,11111111101011000110000
'13:25.581',-0.24,0.13,11111111101100010100000
'13:25.583',-0.255,0.095,11111111101011000110000
'13:25.586',-0.275,0.05,11111111101001011110000
'13:25.589',-0.31,0.035,11111111100110100110000
'13:25.592',-0.345,0.055,11111111100011101110000
'13:25.594',-0.36,0.12,11111111100010100000000
'13:25.597',-0.38,0.135,11111111100000110110000
'13:25.600',-0.38,0.13,11111111100000110110000
'13:25.603',-0.39,0.1,11111111100000000010000
'13:25.606',-0.41,0.06,11111111011110011010000
'13:25.608',-0.455,0.055,11111111011010101110000
'13:25.611',-0.455,0.065,11111111011010101110000
'13:25.614',-0.46,0.085,11111111011010010100000
'13:25.617',-0.485,0.085,11111111011000010000000
'13:25.619',-0.495,0.085,11111111010111011100000
'13:25.622',-0.51,0.08,11111111010110001110000
'13:25.625',-0.52,0.11,11111111010101011000000
'13:25.628',-0.5,0.145,11111111010111000010000
'13:25.631',-0.485,0.155,11111111011000010000000
'13:25.633',-0.45,0.18,11111111011011001000000
'13:25.636',-0.445,0.2,11111111011011100010000
'13:25.639',-0.415,0.215,11111111011110000000000
'13:25.642',-0.39,0.23,11111111100000000010000
'13:25.644',-0.37,0.245,11111111100001101100000
'13:25.647',-0.335,0.235,11111111100100100010000
'13:25.650',-0.32,0.195,11111111100101110010000
'13:25.653',-0.325,0.16,11111111100101011000000
'13:25.656',-0.33,0.13,11111111100100111100000
'13:25.658',-0.325,0.115,11111111100101011000000
'13:25.661',-0.315,0.1,11111111100110001100000
'13:25.664',-0.325,0.095,11111111100101011000000
'13:25.667',-0.325,0.12,11111111100101011000000
'13:25.669',-0.34,0.155,11111111100100001000000
'13:25.672',-0.345,0.17,11111111100011101110000
'13:25.675',-0.345,0.165,11111111100011101110000
'13:25.678',-0.35,0.145,11111111100011010100000
'13:25.681',-0.325,0.125,11111111100101011000000
'13:25.683',-0.345,0.1,11111111100011101110000
'13:25.686',-0.365,0.095,11111111100010000110000
'13:25.689',-0.375,0.11,11111111100001010000000
'13:25.692',-0.365,0.11,11111111100010000110000
'13:25.694',-0.35,0.14,11111111100011010100000
'13:25.697',-0.345,0.145,11111111100011101110000
'13:25.700',-0.37,0.115,11111111100001101100000
'13:25.703',-0.365,0.09,11111111100010000110000
'13:25.706',-0.37,0.07,11111111100001101100000
'13:25.708',-0.365,0.075,11111111100010000110000
'13:25.711',-0.36,0.09,11111111100010100000000
'13:25.714',-0.345,0.12,11111111100011101110000
'13:25.717',-0.33,0.12,11111111100100111100000
'13:25.719',-0.325,0.12,11111111100101011000000
'13:25.722',-0.33,0.125,11111111100100111100000
'13:25.725',-0.33,0.135,11111111100100111100000
'13:25.728',-0.325,0.13,11111111100101011000000
'13:25.731',-0.32,0.125,11111111100101110010000
'13:25.733',-0.33,0.11,11111111100100111100000
'13:25.736',-0.325,0.095,11111111100101011000000
'13:25.739',-0.325,0.09,11111111100101011000000
'13:25.742',-0.32,0.105,11111111100101110010000
'13:25.744',-0.32,0.11,11111111100101110010000
'13:25.747',-0.33,0.105,11111111100100111100000
'13:25.750',-0.31,0.095,11111111100110100110000
'13:25.753',-0.31,0.075,11111111100110100110000
'13:25.756',-0.325,0.085,11111111100101011000000
'13:25.758',-0.33,0.095,11111111100100111100000
'13:25.761',-0.315,0.12,11111111100110001100000
'13:25.764',-0.305,0.13,11111111100111000000000
'13:25.767',-0.31,0.115,11111111100110100110000
'13:25.769',-0.315,0.1,11111111100110001100000
'13:25.772',-0.325,0.1,11111111100101011000000
'13:25.775',-0.315,0.11,11111111100110001100000
'13:25.778',-0.315,0.1,11111111100110001100000
'13:25.781',-0.3,0.065,11111111100111011010000
'13:25.783',-0.3,0.025,11111111100111011010000
'13:25.786',-0.315,0.005,11111111100110001100000
'13:25.789',-0.33,0.01,11111111100100111100000
'13:25.792',-0.33,0.055,11111111100100111100000
'13:25.794',-0.305,0.075,11111111100111000000000
'13:25.797',-0.295,0.095,11111111100111110100000
'13:25.800',-0.31,0.08,11111111100110100110000
'13:25.803',-0.355,0.06,11111111100010111010000
'13:25.806',-0.38,0.065,11111111100000110110000
'13:25.808',-0.39,0.08,11111111100000000010000
'13:25.811',-0.395,0.085,11111111011111101000000
'13:25.814',-0.39,0.075,11111111100000000010000
'13:25.817',-0.4,0.065,11111111011111001110000
'13:25.819',-0.43,0.03,11111111011100110000000
'13:25.822',-0.46,0.01,11111111011010010100000
'13:25.825',-0.455,0.015,11111111011010101110000
'13:25.828',-0.45,0.025,11111111011011001000000
'13:25.831',-0.45,0.055,11111111011011001000000
'13:25.833',-0.46,0.095,11111111011010010100000
'13:25.836',-0.495,0.125,11111111010111011100000
'13:25.839',-0.515,0.125,11111111010101110010000
'13:25.842',-0.56,0.105,11111111010010000110000
'13:25.844',-0.58,0.03,11111111010000011110000
'13:25.847',-0.615,-0.09,11111111001101100110000
'13:25.850',-0.625,-0.285,11111111001100110010000
'13:25.853',-0.565,-0.46,11111111010001101100000
'13:25.856',-0.4,-0.565,11111111011111001110000
'13:25.858',-0.16,-0.59,11111111110010111000000
'13:25.861',0.14,-0.575,00000000001011011110000
'13:25.864',0.375,-0.475,00000000011110101110000
'13:25.867',0.455,-0.35,00000000100101010000000
'13:25.869',0.37,-0.245,00000000011110010010000
'13:25.872',0.08,-0.165,00000000000110100010000
'13:25.875',-0.245,-0.07,11111111101011111010000
'13:25.878',-0.44,-0.015,11111111011011111100000
'13:25.881',-0.46,0.055,11111111011010010100000
'13:25.883',-0.37,0.115,11111111100001101100000
'13:25.886',-0.27,0.155,11111111101001111000000
'13:25.889',-0.19,0.165,11111111110000011010000
'13:25.892',-0.145,0.19,11111111110100000110000
'13:25.894',-0.15,0.18,11111111110011101100000
'13:25.897',-0.155,0.15,11111111110011010010000
'13:25.900',-0.19,0.11,11111111110000011010000
'13:25.903',-0.225,0.11,11111111101101100100000
'13:25.906',-0.24,0.145,11111111101100010100000
'13:25.908',-0.245,0.17,11111111101011111010000
'13:25.911',-0.235,0.185,11111111101100101110000
'13:25.914',-0.24,0.145,11111111101100010100000
'13:25.917',-0.24,0.07,11111111101100010100000
'13:25.919',-0.235,0.045,11111111101100101110000
'13:25.922',-0.24,0.04,11111111101100010100000
'13:25.925',-0.23,0.06,11111111101101001010000
'13:25.928',-0.22,0.075,11111111101101111110000
'13:25.931',-0.215,0.08,11111111101110011000000
'13:25.933',-0.24,0.085,11111111101100010100000
'13:25.936',-0.25,0.06,11111111101011100000000
'13:25.939',-0.25,0.07,11111111101011100000000
'13:25.942',-0.26,0.1,11111111101010101100000
'13:25.944',-0.25,0.13,11111111101011100000000
'13:25.947',-0.225,0.15,11111111101101100100000
'13:25.950',-0.225,0.16,11111111101101100100000
'13:25.953',-0.235,0.13,11111111101100101110000
'13:25.956',-0.255,0.1,11111111101011000110000
'13:25.958',-0.255,0.085,11111111101011000110000
'13:25.961',-0.235,0.075,11111111101100101110000
'13:25.964',-0.21,0.08,11111111101110110010000
'13:25.967',-0.23,0.09,11111111101101001010000
'13:25.969',-0.25,0.11,11111111101011100000000
'13:25.972',-0.265,0.115,11111111101010010010000
'13:25.975',-0.27,0.14,11111111101001111000000
'13:25.978',-0.26,0.175,11111111101010101100000
'13:25.981',-0.26,0.17,11111111101010101100000
'13:25.983',-0.245,0.14,11111111101011111010000
'13:25.986',-0.25,0.09,11111111101011100000000
'13:25.989',-0.25,0.07,11111111101011100000000
'13:25.992',-0.27,0.06,11111111101001111000000
'13:25.994',-0.26,0.07,11111111101010101100000
'13:25.997',-0.26,0.075,11111111101010101100000
'13:26.000',-0.26,0.075,11111111101010101100000
'13:26.003',-0.26,0.085,11111111101010101100000
'13:26.006',-0.28,0.06,11111111101001000010000
'13:26.008',-0.295,0.075,11111111100111110100000
'13:26.011',-0.285,0.09,11111111101000101000000
'13:26.014',-0.295,0.11,11111111100111110100000
'13:26.017',-0.305,0.11,11111111100111000000000
'13:26.019',-0.345,0.08,11111111100011101110000
'13:26.022',-0.37,0.04,11111111100001101100000
'13:26.025',-0.41,0.025,11111111011110011010000
'13:26.028',-0.425,0.055,11111111011101001010000
'13:26.031',-0.42,0.07,11111111011101100100000
'13:26.033',-0.425,0.075,11111111011101001010000
'13:26.036',-0.445,0.075,11111111011011100010000
'13:26.039',-0.475,0.09,11111111011001000100000
'13:26.042',-0.505,0.13,11111111010110101000000
'13:26.044',-0.495,0.15,11111111010111011100000
'13:26.047',-0.51,0.16,11111111010110001110000
'13:26.050',-0.515,0.15,11111111010101110010000
'13:26.053',-0.515,0.125,11111111010101110010000
'13:26.056',-0.495,0.115,11111111010111011100000
'13:26.058',-0.485,0.105,11111111011000010000000
'13:26.061',-0.445,0.12,11111111011011100010000
'13:26.064',-0.41,0.135,11111111011110011010000
'13:26.067',-0.39,0.15,11111111100000000010000
'13:26.069',-0.37,0.165,11111111100001101100000
'13:26.072',-0.36,0.175,11111111100010100000000
'13:26.075',-0.36,0.175,11111111100010100000000
'13:26.078',-0.35,0.17,11111111100011010100000
'13:26.081',-0.35,0.18,11111111100011010100000
'13:26.083',-0.34,0.18,11111111100100001000000
'13:26.086',-0.35,0.185,11111111100011010100000
'13:26.089',-0.34,0.17,11111111100100001000000
'13:26.092',-0.34,0.17,11111111100100001000000
'13:26.094',-0.35,0.155,11111111100011010100000
'13:26.097',-0.35,0.17,11111111100011010100000
'13:26.100',-0.365,0.17,11111111100010000110000
'13:26.103',-0.38,0.165,11111111100000110110000
'13:26.106',-0.38,0.14,11111111100000110110000
'13:26.108',-0.375,0.12,11111111100001010000000
'13:26.111',-0.38,0.13,11111111100000110110000
'13:26.114',-0.36,0.125,11111111100010100000000
'13:26.117',-0.385,0.135,11111111100000011100000
'13:26.119',-0.39,0.1,11111111100000000010000
'13:26.122',-0.415,0.105,11111111011110000000000
'13:26.125',-0.4,0.12,11111111011111001110000
'13:26.128',-0.39,0.125,11111111100000000010000
'13:26.131',-0.37,0.145,11111111100001101100000
'13:26.133',-0.38,0.11,11111111100000110110000
'13:26.136',-0.41,0.06,11111111011110011010000
'13:26.139',-0.395,0.04,11111111011111101000000
'13:26.142',-0.415,0.035,11111111011110000000000
'13:26.144',-0.4,0.05,11111111011111001110000
'13:26.147',-0.385,0.105,11111111100000011100000
'13:26.150',-0.385,0.12,11111111100000011100000
'13:26.153',-0.39,0.11,11111111100000000010000
'13:26.156',-0.395,0.115,11111111011111101000000
'13:26.158',-0.395,0.095,11111111011111101000000
'13:26.161',-0.39,0.08,11111111100000000010000
'13:26.164',-0.37,0.06,11111111100001101100000
'13:26.167',-0.37,0.035,11111111100001101100000
'13:26.169',-0.375,0.005,11111111100001010000000
'13:26.172',-0.39,-0.005,11111111100000000010000
'13:26.175',-0.41,0.03,11111111011110011010000
'13:26.178',-0.39,0.075,11111111100000000010000
